#GBE_category,GBE_ID,N,N_GBE,N_NBW,N_AFR,N_SAS,N_EAS,N_SMR,N_OTH,N_META,GBE_NAME,GBE_short_name,GBE_short_name_len
Anthropometry,INI23122,492511,331354,24458,6302,7701,1140,43865,27886,442706,Arm_predicted_mass_(right),Arm pred. mass (R),18
Anthropometry,INI23123,492489,331336,24458,6301,7701,1140,43865,27885,442686,Arm_fat_percentage_(left),Arm fat % (L),13
Anthropometry,INI23124,492448,331303,24458,6301,7700,1140,43863,27882,442647,Arm_fat_mass_(left),Arm fat mass (L),16
Anthropometry,INI23125,492433,331299,24457,6299,7700,1140,43860,27880,442635,Arm_fat-free_mass_(left),Arm fat-free mass (L),21
Anthropometry,INI23126,492414,331286,24454,6299,7700,1140,43859,27880,442618,Arm_predicted_mass_(left),Arm pred. mass (L),18
Anthropometry,INI23127,492374,331255,24452,6299,7699,1140,43858,27879,442582,Trunk_fat_percentage,Trunk fat %,11
Anthropometry,INI23128,492348,331236,24450,6299,7699,1140,43857,27877,442558,Trunk_fat_mass,Trunk fat mass,14
Anthropometry,INI23129,492267,331175,24445,6298,7698,1139,43850,27876,442481,Trunk_fat-free_mass,Trunk fat-free mass,19
Anthropometry,INI23130,492222,331144,24444,6298,7695,1139,43847,27873,442440,Trunk_predicted_mass,Trunk pred. mass,16
Anthropometry,INI3077,497176,336453,24825,6403,7697,1148,44539,28318,449383,"Seating_box_height_used_for_the_sitting_height_measurement_(UKB_ID:_51,_GBE_ID:_INI51)",Seating box height (for the sitting height measurement),55
Anthropometry,INI48,500407,336599,24833,6418,7810,1148,44558,28338,449704,Waist_circumference,Waist circumference,19
Anthropometry,INI49,500345,336560,24833,6416,7809,1148,44554,28330,449650,Hip_circumference,Hip circumference,17
Anthropometry,INI50,500042,336442,24826,6407,7704,1147,44539,28311,449376,Standing_height,Standing height,15
Arterial_stiffness,INI4194,205354,134553,11021,3863,5263,552,17233,12621,185106,Pulse_rate,Pulse rate,10
Arterial_stiffness,INI4198,205354,134553,11021,3863,5263,552,17233,12621,185106,Position_of_the_pulse_wave_peak,Position of the pulse wave peak,31
Arterial_stiffness,INI4199,205354,134553,11021,3863,5263,552,17233,12621,185106,Position_of_pulse_wave_notch,Position of pulse wave notch,28
Biomarkers,INI10030500,141015,95810,7133,2679,2560,323,13050,8658,130213,Microalbumin_in_urine,Microalbumin in urine,21
Biomarkers,INI10030510,448386,310232,22873,5789,7009,1045,41016,25814,413778,Creatinine_in_urine,Creatinine in urine,19
Biomarkers,INI10030530,447438,309577,22810,5781,6993,1044,40930,25766,412901,Sodium_in_urine,Sodium in urine,15
Biomarkers,INI10030600,421614,291507,21514,5573,6687,984,38458,24397,389120,Albumin,Albumin,7
Biomarkers,INI10030610,461311,318944,23580,6019,7337,1082,42186,26631,425779,Alkaline_phosphatase,Alkaline phosphatase,20
Biomarkers,INI10030620,461119,318809,23567,6017,7325,1081,42175,26616,425590,Alanine_aminotransferase,Alanine aminotransferase,24
Biomarkers,INI10030630,419692,290189,21401,5550,6682,974,38266,24267,387329,Apolipoprotein_A,Apolipoprotein A,16
Biomarkers,INI10030650,459587,317754,23481,5982,7313,1070,42034,26541,424175,Aspartate_aminotransferase,Aspartate aminotransferase,26
Biomarkers,INI10030660,391853,271410,20092,5007,6088,915,35848,22431,361791,Direct_bilirubin,Direct bilirubin,16
Biomarkers,INI10030670,460979,318715,23560,6015,7336,1080,42141,26622,425469,Urea,Urea,4
Biomarkers,INI10030680,422092,291834,21542,5576,6696,987,38516,24415,389566,Calcium,Calcium,7
Biomarkers,INI10030700,461110,318791,23574,6016,7339,1081,42166,26623,425590,Creatinine,Creatinine,10
Biomarkers,INI10030720,461134,318810,23578,6015,7338,1082,42155,26627,425605,Cystatin_C,Cystatin C,10
Biomarkers,INI10030730,461051,318770,23558,6015,7336,1081,42153,26626,425539,Gamma_glutamyltransferase,Gamma glutamyltransferase,25
Biomarkers,INI10030740,421697,291596,21518,5568,6693,986,38472,24371,389204,Glucose,Glucose,7
Biomarkers,INI10030750,439352,304650,22516,4847,6895,1032,40317,25178,405435,HbA1c,HbA1c,5
Biomarkers,INI10030760,422043,291821,21540,5573,6689,986,38505,24398,389512,HDL_cholesterol,HDL cholesterol,15
Biomarkers,INI10030770,458636,317105,23451,5974,7283,1074,41945,26492,423324,IGF-1,IGF-1,5
Biomarkers,INI10030790,368967,253563,19001,5018,6453,980,33612,21893,340520,Lipoprotein_A,Lipoprotein A,13
Biomarkers,INI10030810,421422,291382,21495,5568,6685,986,38452,24367,388935,Phosphate,Phosphate,9
Biomarkers,INI10030830,417989,289001,21311,5523,6638,979,38157,24149,385758,SHBG,SHBG,4
Biomarkers,INI10030840,459349,317596,23470,5978,7313,1069,42005,26525,423956,Total_bilirubin,Total bilirubin,15
Biomarkers,INI10030850,417739,289109,21342,5453,6680,1008,38188,23991,385771,Testosterone,Testosterone,12
Biomarkers,INI10030860,421614,291507,21514,5573,6687,984,38458,24397,389120,Total_protein,Total protein,13
Biomarkers,INI10030870,460924,318665,23557,6014,7330,1081,42151,26616,425414,Triglycerides,Triglycerides,13
Biomarkers,INI10030880,460737,318517,23559,6011,7328,1080,42136,26604,425235,Urate,Urate,5
Biomarkers,INI10030890,440342,304809,22615,5845,6425,1055,40188,25366,406303,Vitamin_D,Vitamin D,9
Biomarkers,INI20030640,458994,317403,23446,5962,7275,1074,41979,26493,423632,Apolipoprotein_B,Apolipoprotein B,16
Biomarkers,INI20030690,461271,318918,23579,6014,7336,1082,42178,26636,425743,Cholesterol,Cholesterol,11
Biomarkers,INI20030780,460436,318331,23533,6003,7319,1082,42107,26585,424960,LDL_cholesterol,LDL cholesterol,15
Biomarkers,INI30030650,459482,317678,23476,5981,7309,1069,42027,26537,424077,AST_to_ALT_ratio,AST to ALT ratio,16
Biomarkers,INI30030700,461110,318791,23574,6016,7339,1081,42166,26623,425590,eGFR,EGFR,4
Biomarkers,INI30030860,421614,291507,21514,5573,6687,984,38458,24397,389120,Non-albumin_protein,Non-albumin protein,19
Blood_assays,BIN23051,1570,1021,94,65,26,4,133,102,1441,HSV-2_seropositivity_for_Herpes_Simplex_virus-2,HSV-2 seropositivity for Herpes Simplex virus-2,47
Blood_assays,BIN23054,5653,3707,281,111,156,24,526,348,5153,CMV_seropositivity_for_Human_Cytomegalovirus,CMV seropositivity for Human Cytomegalovirus,44
Blood_assays,BIN23055,8826,6030,425,111,151,24,808,505,8054,HHV-6_overall_seropositivity_for_Human_Herpesvirus-6,HHV-6 overall seropositivity for Human Herpesvirus-6,52
Blood_assays,BIN23056,7560,5150,372,101,134,20,692,437,6906,HHV-6A_seropositivity_for_Human_Herpesvirus-6,HHV-6A seropositivity for Human Herpesvirus-6,45
Blood_assays,BIN23059,787,491,55,30,18,2,69,52,715,KSHV_seropositivity_for_Kaposi's_Sarcoma-Associated_Herpesvirus,KSHV seropositivity for Kaposi's Sarcoma-Associated Herpesvirus,63
Blood_assays,BIN23063,153,102,12,1,2,0,14,7,135,HTLV-1_seropositivity_for_Human_T-Lymphotropic_Virus_1,HTLV-1 seropositivity for Human T-Lymphotropic Virus 1,54
Blood_assays,BIN23065,9248,6336,435,118,160,24,848,526,8447,BKV_seropositivity_for_Human_Polyomavirus_BKV,BKV seropositivity for Human Polyomavirus BKV,45
Blood_assays,BIN23066,5587,3763,295,83,119,19,510,319,5108,JCV_seropositivity_for_Human_Polyomavirus_JCV,JCV seropositivity for Human Polyomavirus JCV,45
Blood_assays,BIN23067,6477,4388,351,96,118,19,572,396,5940,MCV_seropositivity_for_Merkel_Cell_Polyomavirus,MCV seropositivity for Merkel Cell Polyomavirus,47
Blood_assays,BIN23068,430,282,28,11,5,1,42,26,389,HPV_16_Definition_I_seropositivity_for_Human_Papillomavirus_type-16,HPV 16 Definition I seropositivity for Human Papillomavirus type-16,67
Blood_assays,BIN23069,263,154,18,8,10,0,30,18,230,HPV_18_seropositivity_for_Human_Papillomavirus_type-18,HPV 18 seropositivity for Human Papillomavirus type-18,54
Blood_assays,BIN23070,2075,1307,129,79,42,9,180,158,1895,C._trachomatis_Definition_I_seropositivity_for_Chlamydia_trachomatis,C. trachomatis Definition I seropositivity for Chlamydia trachomatis,68
Blood_assays,BIN23073,1736,1084,133,40,51,9,151,117,1576,H._pylori_Definition_I_seropositivity_for_Helicobacter_pylori,H. pylori Definition I seropositivity for Helicobacter pylori,61
Blood_assays,BIN23075,452,308,21,6,6,0,47,28,404,HPV_16_Definition_II_seropositivity_for_Human_Papillomavirus_type-16,HPV 16 Definition II seropositivity for Human Papillomavirus type-16,68
Blood_assays,INI23002,9691,6643,471,119,167,26,883,550,8859,gE_/_gI_antigen_for_Varicella_Zoster_Virus,GE / gI antigen for Varicella Zoster Virus,42
Blood_assays,INI23003,9691,6643,471,119,167,26,883,550,8859,VCA_p18_antigen_for_Epstein-Barr_Virus,VCA p18 antigen for Epstein-Barr Virus,38
Blood_assays,INI23004,9691,6643,471,119,167,26,883,550,8859,EBNA-1_antigen_for_Epstein-Barr_Virus,EBNA-1 antigen for Epstein-Barr Virus,37
Blood_assays,INI23005,9691,6643,471,119,167,26,883,550,8859,ZEBRA_antigen_for_Epstein-Barr_Virus,ZEBRA antigen for Epstein-Barr Virus,36
Blood_assays,INI23006,9691,6643,471,119,167,26,883,550,8859,EA-D_antigen_for_Epstein-Barr_Virus,EA-D antigen for Epstein-Barr Virus,35
Blood_assays,INI23008,9691,6643,471,119,167,26,883,550,8859,pp_52_antigen_for_Human_Cytomegalovirus,Pp 52 antigen for Human Cytomegalovirus,39
Blood_assays,INI23009,9691,6643,471,119,167,26,883,550,8859,pp_28_antigen_for_Human_Cytomegalovirus,Pp 28 antigen for Human Cytomegalovirus,39
Blood_assays,INI23010,9691,6643,471,119,167,26,883,550,8859,IE1A_antigen_for_Human_Herpesvirus-6,IE1A antigen for Human Herpesvirus-6,36
Blood_assays,INI23011,9691,6643,471,119,167,26,883,550,8859,IE1B_antigen_for_Human_Herpesvirus-6,IE1B antigen for Human Herpesvirus-6,36
Blood_assays,INI23013,9691,6643,471,119,167,26,883,550,8859,U14_antigen_for_Human_Herpesvirus-7,U14 antigen for Human Herpesvirus-7,35
Blood_assays,INI23019,9691,6643,471,119,167,26,883,550,8859,NS3_antigen_for_Hepatitis_C_Virus,NS3 antigen for Hepatitis C Virus,33
Blood_assays,INI23020,9691,6643,471,119,167,26,883,550,8859,p22_antigen_for_Toxoplasma_gondii,P22 antigen for Toxoplasma gondii,33
Blood_assays,INI23022,9691,6643,471,119,167,26,883,550,8859,HTLV-1_gag_antigen_for_Human_T-Lymphotropic_Virus_1,HTLV-1 gag antigen for Human T-Lymphotropic Virus 1,51
Blood_assays,INI23023,9691,6643,471,119,167,26,883,550,8859,HTLV-1_env_antigen_for_Human_T-Lymphotropic_Virus_1,HTLV-1 env antigen for Human T-Lymphotropic Virus 1,51
Blood_assays,INI23025,9691,6643,471,119,167,26,883,550,8859,HIV-1_env_antigen_for_Human_Immunodeficiency_Virus,HIV-1 env antigen for Human Immunodeficiency Virus,50
Blood_assays,INI23026,9691,6643,471,119,167,26,883,550,8859,BK_VP1_antigen_for_Human_Polyomavirus_BKV,BK VP1 antigen for Human Polyomavirus BKV,41
Blood_assays,INI23027,9691,6643,471,119,167,26,883,550,8859,JC_VP1_antigen_for_Human_Polyomavirus_JCV,JC VP1 antigen for Human Polyomavirus JCV,41
Blood_assays,INI23028,9691,6643,471,119,167,26,883,550,8859,MC_VP1_antigen_for_Merkel_Cell_Polyomavirus,MC VP1 antigen for Merkel Cell Polyomavirus,43
Blood_assays,INI23030,9691,6643,471,119,167,26,883,550,8859,E6_antigen_for_Human_Papillomavirus_type-16,E6 antigen for Human Papillomavirus type-16,43
Blood_assays,INI23032,9691,6643,471,119,167,26,883,550,8859,L1_antigen_for_Human_Papillomavirus_type-18,L1 antigen for Human Papillomavirus type-18,43
Blood_assays,INI23034,9691,6643,471,119,167,26,883,550,8859,momp_A_antigen_for_Chlamydia_trachomatis,Momp A antigen for Chlamydia trachomatis,40
Blood_assays,INI23035,9691,6643,471,119,167,26,883,550,8859,tarp-D_F1_antigen_for_Chlamydia_trachomatis,Tarp-D F1 antigen for Chlamydia trachomatis,43
Blood_assays,INI23036,9691,6643,471,119,167,26,883,550,8859,tarp-D_F2_antigen_for_Chlamydia_trachomatis,Tarp-D F2 antigen for Chlamydia trachomatis,43
Blood_assays,INI23037,9691,6643,471,119,167,26,883,550,8859,PorB_antigen_for_Chlamydia_trachomatis,PorB antigen for Chlamydia trachomatis,38
Blood_assays,INI23040,9691,6643,471,119,167,26,883,550,8859,VacA_antigen_for_Helicobacter_pylori,VacA antigen for Helicobacter pylori,36
Blood_assays,INI23041,9691,6643,471,119,167,26,883,550,8859,OMP_antigen_for_Helicobacter_pylori,OMP antigen for Helicobacter pylori,35
Blood_assays,INI30000,479348,327969,24174,6139,7573,1118,43356,27585,437914,White_blood_cell_(leukocyte)_count,White blood cell count,22
Blood_assays,INI30010,479353,327972,24175,6139,7573,1118,43357,27585,437919,Red_blood_cell_(erythrocyte)_count,Red blood cell count,20
Blood_assays,INI30020,479352,327971,24175,6139,7573,1118,43357,27585,437918,Haemoglobin_concentration,Haemoglobin concentration,25
Blood_assays,INI30030,479353,327972,24175,6139,7573,1118,43357,27585,437919,Haematocrit_percentage,Haematocrit %,13
Blood_assays,INI30040,479352,327971,24175,6139,7573,1118,43357,27585,437918,Mean_corpuscular_volume,Mean corpuscular volume,23
Blood_assays,INI30050,479349,327968,24175,6139,7573,1118,43357,27585,437915,Mean_corpuscular_haemoglobin,Mean corpuscular haemoglobin,28
Blood_assays,INI30060,479346,327965,24175,6139,7573,1118,43357,27585,437912,Mean_corpuscular_haemoglobin_concentration,Mean corpuscular haemoglobin concentration,42
Blood_assays,INI30070,479352,327971,24175,6139,7573,1118,43357,27585,437918,Red_blood_cell_(erythrocyte)_distribution_width,Red blood cell distribution width,33
Blood_assays,INI30080,479349,327971,24175,6139,7573,1118,43355,27585,437916,Platelet_count,Platelet count,14
Blood_assays,INI30090,479135,327821,24171,6139,7572,1118,43333,27567,437721,Platelet_crit,Platelet crit,13
Blood_assays,INI30100,479344,327967,24175,6139,7573,1118,43354,27585,437911,Mean_platelet_(thrombocyte)_volume,Mean platelet volume,20
Blood_assays,INI30110,479134,327820,24171,6139,7572,1118,43333,27567,437720,Platelet_distribution_width,Platelet distribution width,27
Blood_assays,INI30120,478485,327419,24129,6120,7544,1118,43269,27528,437127,Lymphocyte_count,Lymphocyte count,16
Blood_assays,INI30130,478485,327419,24129,6120,7544,1118,43269,27528,437127,Monocyte_count,Monocyte count,14
Blood_assays,INI30140,478485,327419,24129,6120,7544,1118,43269,27528,437127,Neutrophill_count,Neutrophill count,17
Blood_assays,INI30150,478485,327419,24129,6120,7544,1118,43269,27528,437127,Eosinophill_count,Eosinophill count,17
Blood_assays,INI30160,478485,327419,24129,6120,7544,1118,43269,27528,437127,Basophill_count,Basophill count,15
Blood_assays,INI30180,478490,327422,24130,6120,7544,1118,43270,27528,437132,Lymphocyte_percentage,Lymphocyte %,12
Blood_assays,INI30190,478490,327422,24130,6120,7544,1118,43270,27528,437132,Monocyte_percentage,Monocyte %,10
Blood_assays,INI30200,478490,327422,24130,6120,7544,1118,43270,27528,437132,Neutrophill_percentage,Neutrophill %,13
Blood_assays,INI30210,478490,327422,24130,6120,7544,1118,43270,27528,437132,Eosinophill_percentage,Eosinophill %,13
Blood_assays,INI30220,478490,327422,24130,6120,7544,1118,43270,27528,437132,Basophill_percentage,Basophill %,11
Blood_assays,INI30240,471299,322875,23688,5974,7375,1102,42683,27038,430735,Reticulocyte_percentage,Reticulocyte %,14
Blood_assays,INI30250,471299,322876,23688,5974,7375,1102,42682,27038,430735,Reticulocyte_count,Reticulocyte count,18
Blood_assays,INI30260,471298,322876,23687,5973,7375,1102,42683,27038,430734,Mean_reticulocyte_volume,Mean reticulocyte volume,24
Blood_assays,INI30270,471039,322697,23681,5974,7373,1102,42657,27014,430498,Mean_sphered_cell_volume,Mean sphered cell volume,24
Blood_assays,INI30280,471037,322697,23680,5973,7373,1102,42657,27014,430496,Immature_reticulocyte_fraction,Immature reticulocyte fraction,30
Blood_assays,INI30290,471039,322697,23681,5974,7373,1102,42657,27014,430498,High_light_scatter_reticulocyte_percentage,High light scatter reticulocyte %,33
Blood_assays,INI30300,471038,322697,23681,5974,7373,1102,42656,27014,430497,High_light_scatter_reticulocyte_count,High light scatter reticulocyte count,37
Blood_assays,INI30600,432348,296005,21759,5658,6831,997,39065,24991,395306,Albumin,Albumin,7
Blood_assays,INI30610,470872,322344,23771,6101,7479,1096,42642,27172,430605,Alkaline_phosphatase,Alkaline phosphatase,20
Blood_assays,INI30620,470671,322205,23758,6099,7466,1095,42629,27157,430409,Alanine_aminotransferase,Alanine aminotransferase,24
Blood_assays,INI30630,429800,294275,21609,5632,6821,988,38801,24834,392960,Apolipoprotein_A,Apolipoprotein A,16
Blood_assays,INI30640,468526,320798,23638,6044,7414,1088,42437,27035,428454,Apolipoprotein_B,Apolipoprotein B,16
Blood_assays,INI30650,469122,321180,23673,6063,7454,1086,42495,27085,429036,Aspartate_aminotransferase,Aspartate aminotransferase,26
Blood_assays,INI30660,401039,275214,20309,5082,6196,929,36351,22944,367025,Direct_bilirubin,Direct bilirubin,16
Blood_assays,INI30670,470551,322125,23752,6097,7479,1094,42600,27162,430309,Urea,Urea,4
Blood_assays,INI30680,432200,295894,21751,5658,6835,1000,39052,24986,395176,Calcium,Calcium,7
Blood_assays,INI30690,470859,322332,23774,6097,7478,1096,42636,27178,430591,Cholesterol,Cholesterol,11
Blood_assays,INI30700,470636,322172,23762,6097,7479,1095,42617,27161,430383,Creatinine,Creatinine,10
Blood_assays,INI30710,469870,321655,23721,6088,7456,1092,42544,27113,429669,C-reactive_protein,C-reactive protein,18
Blood_assays,INI30720,470830,322310,23779,6098,7478,1097,42619,27174,430555,Cystatin_C,Cystatin C,10
Blood_assays,INI30730,470617,322174,23750,6097,7478,1095,42612,27166,430372,Gamma_glutamyltransferase,Gamma glutamyltransferase,25
Blood_assays,INI30740,431854,295706,21725,5651,6832,1000,39008,24944,394866,Glucose,Glucose,7
Blood_assays,INI30750,467926,322322,23762,5219,7397,1101,42654,26906,429361,Glycated_haemoglobin_(HbA1c),Glycated haemoglobin (HbA1c),28
Blood_assays,INI30760,432145,295883,21750,5656,6827,1000,39036,24970,395122,HDL_cholesterol,HDL cholesterol,15
Blood_assays,INI30770,468398,320668,23653,6058,7425,1089,42416,27048,428357,IGF-1,IGF-1,5
Blood_assays,INI30780,470021,321757,23728,6086,7459,1096,42564,27128,429818,LDL_direct,LDL direct,10
Blood_assays,INI30790,377672,257047,19197,5086,6590,994,34071,22383,345368,Lipoprotein_A,Lipoprotein A,13
Blood_assays,INI30810,431535,295451,21704,5650,6823,998,38991,24942,394559,Phosphate,Phosphate,9
Blood_assays,INI30820,41990,29161,1964,449,639,74,3860,2332,38479,Rheumatoid_factor,Rheumatoid factor,17
Blood_assays,INI30830,428186,293218,21531,5606,6781,993,38705,24727,391561,SHBG,SHBG,4
Blood_assays,INI30840,468899,321033,23663,6059,7453,1085,42468,27071,428832,Total_bilirubin,Total bilirubin,15
Blood_assays,INI30850,427075,292771,21549,5534,6804,1022,38657,24513,390850,Testosterone,Testosterone,12
Blood_assays,INI30860,431881,295684,21730,5659,6833,999,39006,24975,394886,Total_protein,Total protein,13
Blood_assays,INI30870,470489,322070,23749,6096,7471,1095,42607,27156,430244,Triglycerides,Triglycerides,13
Blood_assays,INI30880,470310,321923,23752,6093,7470,1094,42593,27146,430071,Urate,Urate,5
Blood_assays,INI30890,449967,308436,22820,5926,6558,1070,40671,25920,411401,Vitamin_D,Vitamin D,9
Blood_assays,INI30897,468500,320664,23681,6086,7462,1095,42416,27043,428447,Estimated_sample_dilution_factor,Estimated sample dilution factor,32
Blood_pressure,INI102,475128,319526,23727,6409,7693,1106,42254,27115,427830,"Pulse_rate,_automated_reading",Pulse rate (AR),15
Blood_pressure,INI4079,475128,319526,23727,6409,7693,1106,42254,27115,427830,"Diastolic_blood_pressure,_automated_reading",Diastolic BP (AR),17
Blood_pressure,INI4080,475123,319524,23726,6409,7693,1106,42253,27115,427826,"Systolic_blood_pressure,_automated_reading",Systolic BP (AR),16
Blood_pressure,INI93,48794,32557,2103,209,381,99,4393,2352,42094,"Systolic_blood_pressure,_manual_reading","Systolic BP, manual reading",27
Blood_pressure,INI95,48794,32557,2103,209,381,99,4393,2352,42094,Pulse_rate_(during_blood-pressure_measurement),Pulse rate (during blood-pressure measurement),46
Bone-densitometry_of_heel,BIN4093,467,329,22,8,6,0,42,25,418,Fractured_heel_(left),Fractured heel (L),18
Bone-densitometry_of_heel,INI3083,42732,29048,2529,368,413,117,3766,2598,38839,"Heel_quantitative_ultrasound_index_(QUI),_manual_entry","Heel quantitative ultrasound index (QUI), manual entry",54
Bone-densitometry_of_heel,INI3084,42732,29048,2529,368,413,117,3766,2598,38839,"Heel_bone_mineral_density_(BMD),_manual_entry","Heel bone mineral density (BMD), manual entry",45
Bone-densitometry_of_heel,INI3085,42732,29048,2529,368,413,117,3766,2598,38839,"Heel_Broadband_ultrasound_attenuation_(BUA),_manual_entry","Heel Broadband ultrasound attenuation (BUA), manual entry",57
Bone-densitometry_of_heel,INI3086,42732,29048,2529,368,413,117,3766,2598,38839,"Speed_of_sound_through_heel,_manual_entry","Speed of sound through heel, manual entry",41
Bone-densitometry_of_heel,INI3143,279098,194361,12376,2253,2327,533,26294,14682,252826,Ankle_spacing_width,Ankle spacing width,19
Bone-densitometry_of_heel,INI3144,279081,194348,12376,2252,2327,533,26292,14682,252810,"Heel_Broadband_ultrasound_attenuation,_direct_entry","Heel Broadband ultrasound attenuation, direct entry",51
Bone-densitometry_of_heel,INI3146,279098,194361,12376,2253,2327,533,26294,14682,252826,Speed_of_sound_through_heel,Speed of sound through heel,27
Bone-densitometry_of_heel,INI3147,279098,194361,12376,2253,2327,533,26294,14682,252826,"Heel_quantitative_ultrasound_index_(QUI),_direct_entry","Heel quantitative ultrasound index (QUI), direct entry",54
Bone-densitometry_of_heel,INI3148,278958,194271,12374,2248,2325,533,26277,14670,252698,Heel_bone_mineral_density_(BMD),Heel bone mineral density (BMD),31
Bone-densitometry_of_heel,INI4100,196801,129195,10636,3560,5080,529,16501,12126,177627,Ankle_spacing_width_(left),Ankle spacing width (L),23
Bone-densitometry_of_heel,INI4101,196791,129190,10636,3559,5080,529,16500,12126,177620,Heel_broadband_ultrasound_attenuation_(left),Heel broadband ultrasound attenuation (L),41
Bone-densitometry_of_heel,INI4103,196801,129195,10636,3560,5080,529,16501,12126,177627,Speed_of_sound_through_heel_(left),Speed of sound through heel (L),31
Bone-densitometry_of_heel,INI4104,196801,129195,10636,3560,5080,529,16501,12126,177627,"Heel_quantitative_ultrasound_index_(QUI),_direct_entry_(left)","Heel quantitative ultrasound index (QUI), direct entry (L)",58
Bone-densitometry_of_heel,INI4105,196680,129117,10626,3558,5074,529,16495,12116,177515,Heel_bone_mineral_density_(BMD)_(left),Heel bone mineral density (BMD) (L),35
Bone-densitometry_of_heel,INI4106,196801,129195,10636,3560,5080,529,16501,12126,177627,"Heel_bone_mineral_density_(BMD)_T-score,_automated_(left)","Heel bone mineral density (BMD) T-score, automated (L)",54
Bone-densitometry_of_heel,INI4119,196968,129294,10633,3592,5078,531,16506,12137,177771,Ankle_spacing_width_(right),Ankle spacing width (R),23
Bone-densitometry_of_heel,INI4120,196956,129288,10633,3591,5077,531,16505,12135,177760,Heel_broadband_ultrasound_attenuation_(right),Heel broadband ultrasound attenuation (R),41
Bone-densitometry_of_heel,INI4122,196968,129294,10633,3592,5078,531,16506,12137,177771,Speed_of_sound_through_heel_(right),Speed of sound through heel (R),31
Bone-densitometry_of_heel,INI4123,196968,129294,10633,3592,5078,531,16506,12137,177771,"Heel_quantitative_ultrasound_index_(QUI),_direct_entry_(right)","Heel quantitative ultrasound index (QUI), direct entry (R)",58
