#trait	split	trait_name	R2	other_metric	covariates
GBE_INI23129	INI23129_s_asian	Trunk fat-free mass	0.0312258989092876		
GBE_INI23129	INI23129_e_asian	Trunk fat-free mass	0.0221038194607319		
GBE_INI23129	INI23129_african	Trunk fat-free mass	0.0178047898484431		
GBE_INI23129	INI23129_test	Trunk fat-free mass	0.768414120412609	Diff R2 (full-covars) = 0.0527567147327507	age, sex Genotype PCs
GBE_INI23129	INI23129_non_british_white	Trunk fat-free mass	0.762986927095709	Diff R2 (full-covars) = 0.0479302566258345	age, sex Genotype PCs
GBE_INI23129	INI23129_s_asian	Trunk fat-free mass	0.69077078409803	Diff R2 (full-covars) = 0.0374804500935407	age, sex Genotype PCs
GBE_INI23129	INI23129_e_asian	Trunk fat-free mass	0.736955335802473	Diff R2 (full-covars) = 0.0114591186846201	age, sex Genotype PCs
GBE_INI23129	INI23129_african	Trunk fat-free mass	0.596422980352469	Diff R2 (full-covars) = 0.0105658443368342	age, sex Genotype PCs
GBE_INI23101	INI23101_test	Whole body fat-free mass	0.0522150920068452		
GBE_INI23101	INI23101_non_british_white	Whole body fat-free mass	0.0470666995191046		
GBE_INI23101	INI23101_s_asian	Whole body fat-free mass	0.0281830618334578		
GBE_INI23101	INI23101_e_asian	Whole body fat-free mass	0.018843627070946		
GBE_INI23101	INI23101_african	Whole body fat-free mass	0.0187320175709499		
GBE_INI23101	INI23101_test	Whole body fat-free mass	0.760982567200416	Diff R2 (full-covars) = 0.0520308082999572	age, sex Genotype PCs
GBE_INI23101	INI23101_non_british_white	Whole body fat-free mass	0.759187516047575	Diff R2 (full-covars) = 0.0463925932606833	age, sex Genotype PCs
GBE_INI23101	INI23101_s_asian	Whole body fat-free mass	0.6955876346694	Diff R2 (full-covars) = 0.0359666982034128	age, sex Genotype PCs
GBE_INI23101	INI23101_e_asian	Whole body fat-free mass	0.75251785233446	Diff R2 (full-covars) = 0.00793802302362334	age, sex Genotype PCs
GBE_INI23101	INI23101_african	Whole body fat-free mass	0.601567452074044	Diff R2 (full-covars) = 0.0101309368349134	age, sex Genotype PCs
GBE_INI23130	INI23130_test	Trunk pred. mass	0.0515532818305585		
GBE_INI23130	INI23130_non_british_white	Trunk pred. mass	0.0458169051187808		
GBE_INI23130	INI23130_s_asian	Trunk pred. mass	0.0306341413283808		
GBE_INI23130	INI23130_e_asian	Trunk pred. mass	0.0218470141880886		
GBE_INI23130	INI23130_african	Trunk pred. mass	0.0181699161596335		
GBE_INI23130	INI23130_test	Trunk pred. mass	0.773182513004887	Diff R2 (full-covars) = 0.0507360053271397	age, sex Genotype PCs
GBE_INI23130	INI23130_non_british_white	Trunk pred. mass	0.768215489838144	Diff R2 (full-covars) = 0.0459870366503264	age, sex Genotype PCs
GBE_INI23130	INI23130_s_asian	Trunk pred. mass	0.698858043396402	Diff R2 (full-covars) = 0.0365082984074535	age, sex Genotype PCs
GBE_INI23130	INI23130_e_asian	Trunk pred. mass	0.746479428320301	Diff R2 (full-covars) = 0.0127729590348614	age, sex Genotype PCs
GBE_INI23130	INI23130_african	Trunk pred. mass	0.608125170218214	Diff R2 (full-covars) = 0.0110316673441281	age, sex Genotype PCs
GBE_INI23106	INI23106_test	Impedance of whole body	0.0808878222699611		
GBE_INI23106	INI23106_non_british_white	Impedance of whole body	0.0738291136193967		
GBE_INI23106	INI23106_s_asian	Impedance of whole body	0.0527156144501301		
GBE_INI23106	INI23106_e_asian	Impedance of whole body	0.0292908047859251		
GBE_INI23106	INI23106_african	Impedance of whole body	0.027149047677356		
GBE_INI23106	INI23106_test	Impedance of whole body	0.519150526787881	Diff R2 (full-covars) = 0.0807112705924166	age, sex Genotype PCs
GBE_INI23106	INI23106_non_british_white	Impedance of whole body	0.509382927660583	Diff R2 (full-covars) = 0.0757150589833226	age, sex Genotype PCs
GBE_INI23106	INI23106_s_asian	Impedance of whole body	0.441253853143778	Diff R2 (full-covars) = 0.0561493116625218	age, sex Genotype PCs
GBE_INI23106	INI23106_e_asian	Impedance of whole body	0.516752773853845	Diff R2 (full-covars) = 0.0248880758874326	age, sex Genotype PCs
GBE_INI23106	INI23106_african	Impedance of whole body	0.295535222566212	Diff R2 (full-covars) = 0.017240835201777	age, sex Genotype PCs
GBE_INI23105	INI23105_test	Basal metabolic rate	0.059369019403928		
GBE_INI23105	INI23105_non_british_white	Basal metabolic rate	0.0543058879496386		
GBE_INI23105	INI23105_s_asian	Basal metabolic rate	0.0321324701306085		
GBE_INI23105	INI23105_e_asian	Basal metabolic rate	0.0206254837710137		
GBE_INI23105	INI23105_african	Basal metabolic rate	0.0211225641001438		
GBE_INI23105	INI23105_test	Basal metabolic rate	0.689619574183145	Diff R2 (full-covars) = 0.0604991651314438	age, sex Genotype PCs
GBE_INI23105	INI23105_non_british_white	Basal metabolic rate	0.689125338059077	Diff R2 (full-covars) = 0.0528490120891382	age, sex Genotype PCs
GBE_INI23105	INI23105_s_asian	Basal metabolic rate	0.613704970387026	Diff R2 (full-covars) = 0.0402489783202461	age, sex Genotype PCs
GBE_INI23105	INI23105_e_asian	Basal metabolic rate	0.69640953639923	Diff R2 (full-covars) = 0.00562954753263456	age, sex Genotype PCs
GBE_INI23105	INI23105_african	Basal metabolic rate	0.489880035468683	Diff R2 (full-covars) = 0.0122970896668552	age, sex Genotype PCs
GBE_INI23114	INI23114_test	Leg pred. mass (R)	0.048120954127705		
GBE_INI23114	INI23114_non_british_white	Leg pred. mass (R)	0.0440388080083954		
GBE_INI23114	INI23114_s_asian	Leg pred. mass (R)	0.0263176467642929		
GBE_INI23114	INI23114_e_asian	Leg pred. mass (R)	0.0137294519530123		
GBE_INI23114	INI23114_african	Leg pred. mass (R)	0.0150564794288386		
GBE_INI23114	INI23114_test	Leg pred. mass (R)	0.709113227088157	Diff R2 (full-covars) = 0.0496540957921478	age, sex Genotype PCs
GBE_INI23114	INI23114_non_british_white	Leg pred. mass (R)	0.714383686035871	Diff R2 (full-covars) = 0.0434940129305909	age, sex Genotype PCs
GBE_INI23114	INI23114_s_asian	Leg pred. mass (R)	0.66735746687768	Diff R2 (full-covars) = 0.0327677768715802	age, sex Genotype PCs
GBE_INI23114	INI23114_e_asian	Leg pred. mass (R)	0.738768129557522	Diff R2 (full-covars) = 0.00136682732794424	age, sex Genotype PCs
GBE_INI23114	INI23114_african	Leg pred. mass (R)	0.550368748771957	Diff R2 (full-covars) = 0.00901734284071243	age, sex Genotype PCs
GBE_INI23113	INI23113_test	Leg fat-free mass (R)	0.0496057065242747		
GBE_INI23113	INI23113_non_british_white	Leg fat-free mass (R)	0.0455017837676334		
GBE_INI23113	INI23113_s_asian	Leg fat-free mass (R)	0.0271073579901356		
GBE_INI23113	INI23113_e_asian	Leg fat-free mass (R)	0.0143140661228887		
GBE_INI23113	INI23113_african	Leg fat-free mass (R)	0.0156168194052888		
GBE_INI23113	INI23113_test	Leg fat-free mass (R)	0.699919363189509	Diff R2 (full-covars) = 0.0511025023451431	age, sex Genotype PCs
GBE_INI23113	INI23113_non_british_white	Leg fat-free mass (R)	0.705877275357661	Diff R2 (full-covars) = 0.0448070897212782	age, sex Genotype PCs
GBE_INI23113	INI23113_s_asian	Leg fat-free mass (R)	0.656821504161503	Diff R2 (full-covars) = 0.0338104465326115	age, sex Genotype PCs
GBE_INI23113	INI23113_e_asian	Leg fat-free mass (R)	0.729753957579882	Diff R2 (full-covars) = 0.00170689682649106	age, sex Genotype PCs
GBE_INI23113	INI23113_african	Leg fat-free mass (R)	0.537470031095582	Diff R2 (full-covars) = 0.00943417748375852	age, sex Genotype PCs
GBE_INI21002	INI21002_test	Weight	0.10577857728386		
GBE_INI21002	INI21002_non_british_white	Weight	0.0999862745898392		
GBE_INI21002	INI21002_s_asian	Weight	0.0633003427386281		
GBE_INI21002	INI21002_e_asian	Weight	0.0426031357306319		
GBE_INI21002	INI21002_african	Weight	0.0274164907266179		
GBE_INI21002	INI21002_test	Weight	0.319737969212198	Diff R2 (full-covars) = 0.104738893648995	age, sex Genotype PCs
GBE_INI21002	INI21002_non_british_white	Weight	0.33129003135002	Diff R2 (full-covars) = 0.0904260017108788	age, sex Genotype PCs
GBE_INI21002	INI21002_s_asian	Weight	0.247198634667598	Diff R2 (full-covars) = 0.0650815302172255	age, sex Genotype PCs
GBE_INI21002	INI21002_e_asian	Weight	0.364471738922466	Diff R2 (full-covars) = 0.00955706056891031	age, sex Genotype PCs
GBE_INI21002	INI21002_african	Weight	0.061697660702033	Diff R2 (full-covars) = 0.0214008186215477	age, sex Genotype PCs
GBE_INI23118	INI23118_test	Leg pred. mass (L)	0.0489788213891143		
GBE_INI23118	INI23118_non_british_white	Leg pred. mass (L)	0.0447324421965334		
GBE_INI23118	INI23118_s_asian	Leg pred. mass (L)	0.0254292954903616		
GBE_INI23118	INI23118_e_asian	Leg pred. mass (L)	0.0153719606752444		
GBE_INI23118	INI23118_african	Leg pred. mass (L)	0.0147374270424539		
GBE_INI23118	INI23118_test	Leg pred. mass (L)	0.703268002268287	Diff R2 (full-covars) = 0.0494798604434292	age, sex Genotype PCs
GBE_INI23118	INI23118_non_british_white	Leg pred. mass (L)	0.709437459143383	Diff R2 (full-covars) = 0.042897622950786	age, sex Genotype PCs
GBE_INI23118	INI23118_s_asian	Leg pred. mass (L)	0.660726307416091	Diff R2 (full-covars) = 0.0327352993498747	age, sex Genotype PCs
GBE_INI23118	INI23118_e_asian	Leg pred. mass (L)	0.734190906615156	Diff R2 (full-covars) = 0.0029533970315081	age, sex Genotype PCs
GBE_INI23118	INI23118_african	Leg pred. mass (L)	0.545509029586265	Diff R2 (full-covars) = 0.00819811375685975	age, sex Genotype PCs
GBE_INI23117	INI23117_test	Leg fat-free mass (L)	0.0506431022716106		
GBE_INI23117	INI23117_non_british_white	Leg fat-free mass (L)	0.0463995658261908		
GBE_INI23117	INI23117_s_asian	Leg fat-free mass (L)	0.0265008157652176		
GBE_INI23117	INI23117_e_asian	Leg fat-free mass (L)	0.0160762828005705		
GBE_INI23117	INI23117_african	Leg fat-free mass (L)	0.0152010468464997		
GBE_INI23117	INI23117_test	Leg fat-free mass (L)	0.693904696558936	Diff R2 (full-covars) = 0.051014408971795	age, sex Genotype PCs
GBE_INI23117	INI23117_non_british_white	Leg fat-free mass (L)	0.700685761354206	Diff R2 (full-covars) = 0.0443549984651197	age, sex Genotype PCs
GBE_INI23117	INI23117_s_asian	Leg fat-free mass (L)	0.650236441540284	Diff R2 (full-covars) = 0.0337528802547883	age, sex Genotype PCs
GBE_INI23117	INI23117_e_asian	Leg fat-free mass (L)	0.724430040616381	Diff R2 (full-covars) = 0.00341611082558702	age, sex Genotype PCs
GBE_INI23117	INI23117_african	Leg fat-free mass (L)	0.531870622689962	Diff R2 (full-covars) = 0.00840694513767371	age, sex Genotype PCs
GBE_INI23107	INI23107_test	Impedance of leg (R)	0.107271731197532		
GBE_INI23107	INI23107_non_british_white	Impedance of leg (R)	0.0955208194352421		
GBE_INI23107	INI23107_s_asian	Impedance of leg (R)	0.0753266079994912		
GBE_INI23107	INI23107_e_asian	Impedance of leg (R)	0.041084193405581		
GBE_INI23107	INI23107_african	Impedance of leg (R)	0.0294812557239761		
GBE_INI23107	INI23107_test	Impedance of leg (R)	0.295600202576742	Diff R2 (full-covars) = 0.105089588326294	age, sex Genotype PCs
GBE_INI23107	INI23107_non_british_white	Impedance of leg (R)	0.286136082441332	Diff R2 (full-covars) = 0.094304113780552	age, sex Genotype PCs
GBE_INI23107	INI23107_s_asian	Impedance of leg (R)	0.2168613671269	Diff R2 (full-covars) = 0.072153932630677	age, sex Genotype PCs
GBE_INI23107	INI23107_e_asian	Impedance of leg (R)	0.298909708974118	Diff R2 (full-covars) = 0.0350183260395946	age, sex Genotype PCs
GBE_INI23107	INI23107_african	Impedance of leg (R)	0.102616897695062	Diff R2 (full-covars) = 0.0218636051793463	age, sex Genotype PCs
GBE_INI23109	INI23109_test	Impedance of arm (R)	0.0541395667998467		
GBE_INI23109	INI23109_non_british_white	Impedance of arm (R)	0.0533025976828859		
GBE_INI23109	INI23109_s_asian	Impedance of arm (R)	0.0308251489049909		
GBE_INI23109	INI23109_e_asian	Impedance of arm (R)	0.0213220093241918		
GBE_INI23109	INI23109_african	Impedance of arm (R)	0.0171577806815145		
GBE_INI23109	INI23109_test	Impedance of arm (R)	0.575406987495779	Diff R2 (full-covars) = 0.0539769113570778	age, sex Genotype PCs
GBE_INI23109	INI23109_non_british_white	Impedance of arm (R)	0.579748297155461	Diff R2 (full-covars) = 0.0537826076424233	age, sex Genotype PCs
GBE_INI23109	INI23109_s_asian	Impedance of arm (R)	0.533861810837143	Diff R2 (full-covars) = 0.0359701104360866	age, sex Genotype PCs
GBE_INI23109	INI23109_e_asian	Impedance of arm (R)	0.541751501405788	Diff R2 (full-covars) = 0.0152998944222296	age, sex Genotype PCs
GBE_INI23109	INI23109_african	Impedance of arm (R)	0.39047895098831	Diff R2 (full-covars) = 0.00926427647033673	age, sex Genotype PCs
GBE_INI23128	INI23128_test	Trunk fat mass	0.108713553230316		
GBE_INI23128	INI23128_non_british_white	Trunk fat mass	0.104678307493123		
GBE_INI23128	INI23128_s_asian	Trunk fat mass	0.0627853978477875		
GBE_INI23128	INI23128_e_asian	Trunk fat mass	0.042885706511804		
GBE_INI23128	INI23128_african	Trunk fat mass	0.0168074885224896		
GBE_INI23128	INI23128_test	Trunk fat mass	0.117097630433378	Diff R2 (full-covars) = 0.10873858575742	age, sex Genotype PCs
GBE_INI23128	INI23128_non_british_white	Trunk fat mass	0.124391910065982	Diff R2 (full-covars) = 0.0967870461557504	age, sex Genotype PCs
GBE_INI23128	INI23128_s_asian	Trunk fat mass	0.0866435327788525	Diff R2 (full-covars) = 0.0607225345309008	age, sex Genotype PCs
GBE_INI23128	INI23128_e_asian	Trunk fat mass	0.084706142185798	Diff R2 (full-covars) = 0.0225622148651934	age, sex Genotype PCs
GBE_INI23128	INI23128_african	Trunk fat mass	0.0778413530139632	Diff R2 (full-covars) = 0.00763262125640608	age, sex Genotype PCs
GBE_INI23108	INI23108_test	Impedance of leg (L)	0.106911404106026		
GBE_INI23108	INI23108_non_british_white	Impedance of leg (L)	0.0975347809528595		
GBE_INI23108	INI23108_s_asian	Impedance of leg (L)	0.0770589788376588		
GBE_INI23108	INI23108_e_asian	Impedance of leg (L)	0.0409000075958749		
GBE_INI23108	INI23108_african	Impedance of leg (L)	0.027795287676319		
GBE_INI23108	INI23108_test	Impedance of leg (L)	0.283926911491186	Diff R2 (full-covars) = 0.105578181679879	age, sex Genotype PCs
GBE_INI23108	INI23108_non_british_white	Impedance of leg (L)	0.282010842890856	Diff R2 (full-covars) = 0.0976475435502408	age, sex Genotype PCs
GBE_INI23108	INI23108_s_asian	Impedance of leg (L)	0.209115350599134	Diff R2 (full-covars) = 0.0736555154888409	age, sex Genotype PCs
GBE_INI23108	INI23108_e_asian	Impedance of leg (L)	0.310232505175913	Diff R2 (full-covars) = 0.0341037543221638	age, sex Genotype PCs
GBE_INI23108	INI23108_african	Impedance of leg (L)	0.0971914867545087	Diff R2 (full-covars) = 0.0199153550991466	age, sex Genotype PCs
GBE_INI23111	INI23111_test	Leg fat % (R)	0.0245396241734061		
GBE_INI23111	INI23111_non_british_white	Leg fat % (R)	0.0187356005026596		
GBE_INI23111	INI23111_s_asian	Leg fat % (R)	0.00957388419225128		
GBE_INI23111	INI23111_e_asian	Leg fat % (R)	0.0198894681282935		
GBE_INI23111	INI23111_african	Leg fat % (R)	0.00172817956799446		
GBE_INI23111	INI23111_test	Leg fat % (R)	0.763658600346781	Diff R2 (full-covars) = 0.0251664744413619	age, sex Genotype PCs
GBE_INI23111	INI23111_non_british_white	Leg fat % (R)	0.740727885862814	Diff R2 (full-covars) = 0.0248597297688852	age, sex Genotype PCs
GBE_INI23111	INI23111_s_asian	Leg fat % (R)	0.797900311019623	Diff R2 (full-covars) = 0.00504190607441302	age, sex Genotype PCs
GBE_INI23111	INI23111_e_asian	Leg fat % (R)	0.788106051338703	Diff R2 (full-covars) = 0.00105597636283583	age, sex Genotype PCs
GBE_INI23111	INI23111_african	Leg fat % (R)	0.781266114868739	Diff R2 (full-covars) = -0.00314879928916612	age, sex Genotype PCs
GBE_INI23115	INI23115_test	Leg fat % (L)	0.0225700482774162		
GBE_INI23115	INI23115_non_british_white	Leg fat % (L)	0.016683146183198		
GBE_INI23115	INI23115_s_asian	Leg fat % (L)	0.00973363627149131		
GBE_INI23115	INI23115_e_asian	Leg fat % (L)	0.0169795784104838		
GBE_INI23115	INI23115_african	Leg fat % (L)	0.00209692892075765		
GBE_INI23115	INI23115_test	Leg fat % (L)	0.784582084584852	Diff R2 (full-covars) = 0.0235113192119855	age, sex Genotype PCs
GBE_INI23115	INI23115_non_british_white	Leg fat % (L)	0.762092401661987	Diff R2 (full-covars) = 0.0232751102785374	age, sex Genotype PCs
GBE_INI23115	INI23115_s_asian	Leg fat % (L)	0.820563151141224	Diff R2 (full-covars) = 0.00571376109009492	age, sex Genotype PCs
GBE_INI23115	INI23115_e_asian	Leg fat % (L)	0.803100322897624	Diff R2 (full-covars) = 2.14018551001338e-05	age, sex Genotype PCs
GBE_INI23115	INI23115_african	Leg fat % (L)	0.802339718937573	Diff R2 (full-covars) = -0.00147395250678428	age, sex Genotype PCs
GBE_INI23100	INI23100_test	Whole body fat mass	0.0989318997958428		
GBE_INI23100	INI23100_non_british_white	Whole body fat mass	0.093579458990261		
GBE_INI23100	INI23100_s_asian	Whole body fat mass	0.0602792805347815		
GBE_INI23100	INI23100_e_asian	Whole body fat mass	0.0432537561794464		
GBE_INI23100	INI23100_african	Whole body fat mass	0.0134188167130993		
GBE_INI23100	INI23100_test	Whole body fat mass	0.163115742543983	Diff R2 (full-covars) = 0.0995526149776399	age, sex Genotype PCs
GBE_INI23100	INI23100_non_british_white	Whole body fat mass	0.142368140847237	Diff R2 (full-covars) = 0.0899274348543584	age, sex Genotype PCs
GBE_INI23100	INI23100_s_asian	Whole body fat mass	0.174362452627536	Diff R2 (full-covars) = 0.0537722434924461	age, sex Genotype PCs
GBE_INI23100	INI23100_e_asian	Whole body fat mass	0.105652954112264	Diff R2 (full-covars) = 0.0141896407692422	age, sex Genotype PCs
GBE_INI23100	INI23100_african	Whole body fat mass	0.220977300996942	Diff R2 (full-covars) = 0.00715359318534289	age, sex Genotype PCs
GBE_INI23099	INI23099_test	Body fat %	0.0528217516600356		
GBE_INI23099	INI23099_non_british_white	Body fat %	0.0495789677052074		
GBE_INI23099	INI23099_s_asian	Body fat %	0.0264967994186559		
GBE_INI23099	INI23099_e_asian	Body fat %	0.035641300073443		
GBE_INI23099	INI23099_african	Body fat %	0.00631942630159162		
GBE_INI23099	INI23099_test	Body fat %	0.51233050567683	Diff R2 (full-covars) = 0.0549563276987422	age, sex Genotype PCs
GBE_INI23099	INI23099_non_british_white	Body fat %	0.466783747435697	Diff R2 (full-covars) = 0.0536347635744089	age, sex Genotype PCs
GBE_INI23099	INI23099_s_asian	Body fat %	0.568215417713191	Diff R2 (full-covars) = 0.0184356724659065	age, sex Genotype PCs
GBE_INI23099	INI23099_e_asian	Body fat %	0.439554742692031	Diff R2 (full-covars) = 0.00787231926290416	age, sex Genotype PCs
GBE_INI23099	INI23099_african	Body fat %	0.586093429003902	Diff R2 (full-covars) = -0.00195918587079369	age, sex Genotype PCs
GBE_INI21001	INI21001_test	BMI	0.110524970255154		
GBE_INI21001	INI21001_non_british_white	BMI	0.103375718940242		
GBE_INI21001	INI21001_s_asian	BMI	0.0647973041546679		
GBE_INI21001	INI21001_e_asian	BMI	0.0622218297402964		
GBE_INI21001	INI21001_african	BMI	0.0202855606626048		
GBE_INI21001	INI21001_test	BMI	0.119986578379805	Diff R2 (full-covars) = 0.109445313278231	age, sex Genotype PCs
GBE_INI21001	INI21001_non_british_white	BMI	0.130941694824668	Diff R2 (full-covars) = 0.0979141678648752	age, sex Genotype PCs
GBE_INI21001	INI21001_s_asian	BMI	0.087201182074731	Diff R2 (full-covars) = 0.0648835067785927	age, sex Genotype PCs
GBE_INI21001	INI21001_e_asian	BMI	0.166359869802933	Diff R2 (full-covars) = 0.0311946207075228	age, sex Genotype PCs
GBE_INI21001	INI21001_african	BMI	0.062641673739178	Diff R2 (full-covars) = 0.0168485431798694	age, sex Genotype PCs
GBE_INI23110	INI23110_test	Impedance of arm (L)	0.0556290025437826		
GBE_INI23110	INI23110_non_british_white	Impedance of arm (L)	0.0518663557315309		
GBE_INI23110	INI23110_s_asian	Impedance of arm (L)	0.0348138546553328		
GBE_INI23110	INI23110_e_asian	Impedance of arm (L)	0.0190220247677755		
GBE_INI23110	INI23110_african	Impedance of arm (L)	0.0177864003896181		
GBE_INI23110	INI23110_test	Impedance of arm (L)	0.583792466404534	Diff R2 (full-covars) = 0.055631860946042	age, sex Genotype PCs
GBE_INI23110	INI23110_non_british_white	Impedance of arm (L)	0.574966948581987	Diff R2 (full-covars) = 0.052836900213282	age, sex Genotype PCs
GBE_INI23110	INI23110_s_asian	Impedance of arm (L)	0.53183276852263	Diff R2 (full-covars) = 0.0381856346365305	age, sex Genotype PCs
GBE_INI23110	INI23110_e_asian	Impedance of arm (L)	0.574368231173725	Diff R2 (full-covars) = 0.0187252743836599	age, sex Genotype PCs
GBE_INI23110	INI23110_african	Impedance of arm (L)	0.401842779178112	Diff R2 (full-covars) = 0.00929200405031416	age, sex Genotype PCs
GBE_INI23127	INI23127_test	Trunk fat %	0.0750067534697317		
GBE_INI23127	INI23127_non_british_white	Trunk fat %	0.0740410355457007		
GBE_INI23127	INI23127_s_asian	Trunk fat %	0.0414638831803896		
GBE_INI23127	INI23127_e_asian	Trunk fat %	0.0392482939961014		
GBE_INI23127	INI23127_african	Trunk fat %	0.010461892694998		
GBE_INI23127	INI23127_test	Trunk fat %	0.267900383472121	Diff R2 (full-covars) = 0.0766135510298471	age, sex Genotype PCs
GBE_INI23127	INI23127_non_british_white	Trunk fat %	0.233227961266032	Diff R2 (full-covars) = 0.0718422246364981	age, sex Genotype PCs
GBE_INI23127	INI23127_s_asian	Trunk fat %	0.264344334002874	Diff R2 (full-covars) = 0.0331336074365054	age, sex Genotype PCs
GBE_INI23127	INI23127_e_asian	Trunk fat %	0.132491779741968	Diff R2 (full-covars) = 0.0207203704242209	age, sex Genotype PCs
GBE_INI23127	INI23127_african	Trunk fat %	0.333446798744549	Diff R2 (full-covars) = -0.00120221855957964	age, sex Genotype PCs
GBE_INI48	INI48_test	Waist circumference	0.0664995460790043		
GBE_INI48	INI48_non_british_white	Waist circumference	0.0673000836714337		
GBE_INI48	INI48_s_asian	Waist circumference	0.035581511181792		
GBE_INI48	INI48_e_asian	Waist circumference	0.0259331284236375		
GBE_INI48	INI48_african	Waist circumference	0.0176525420885674		
GBE_INI48	INI48_test	Waist circumference	0.290318194458614	Diff R2 (full-covars) = 0.0666018268761993	age, sex Genotype PCs
GBE_INI48	INI48_non_british_white	Waist circumference	0.304902505729019	Diff R2 (full-covars) = 0.0576359042608844	age, sex Genotype PCs
GBE_INI48	INI48_s_asian	Waist circumference	0.195670203056174	Diff R2 (full-covars) = 0.033632981876677	age, sex Genotype PCs
GBE_INI48	INI48_e_asian	Waist circumference	0.315381575280342	Diff R2 (full-covars) = 0.00143138198373005	age, sex Genotype PCs
GBE_INI48	INI48_african	Waist circumference	0.0490181152922688	Diff R2 (full-covars) = 0.0127521409777058	age, sex Genotype PCs
GBE_INI23123	INI23123_test	Arm fat % (L)	0.0484690327303685		
GBE_INI23123	INI23123_non_british_white	Arm fat % (L)	0.0453219659413144		
GBE_INI23123	INI23123_s_asian	Arm fat % (L)	0.0262051022000051		
GBE_INI23123	INI23123_e_asian	Arm fat % (L)	0.0370762815043825		
GBE_INI23123	INI23123_african	Arm fat % (L)	0.00396823955715943		
GBE_INI23123	INI23123_test	Arm fat % (L)	0.51244131365934	Diff R2 (full-covars) = 0.0497345394495773	age, sex Genotype PCs
GBE_INI23123	INI23123_non_british_white	Arm fat % (L)	0.459909144195051	Diff R2 (full-covars) = 0.0504252029202641	age, sex Genotype PCs
GBE_INI23123	INI23123_s_asian	Arm fat % (L)	0.609585189847578	Diff R2 (full-covars) = 0.0206121388103252	age, sex Genotype PCs
GBE_INI23123	INI23123_e_asian	Arm fat % (L)	0.476660101986978	Diff R2 (full-covars) = 0.00986224903579575	age, sex Genotype PCs
GBE_INI23123	INI23123_african	Arm fat % (L)	0.60445884287444	Diff R2 (full-covars) = -3.49917425270796e-05	age, sex Genotype PCs
GBE_INI30080	INI30080_test	Platelet count	0.209870229317942		
