#GBE_ID	PRS_model	phe_type	features	R_or_AUC	phe_name
INI30700	snpnet_PRS	qt	Genotype_only	4.853483e-02	Creatinine
INI30710	snpnet_PRS	qt	Covariates_only	1.239786e-01	C.reactive.protein
INI30710	snpnet_PRS	qt	Genotype_and_covariates	1.417653e-01	C.reactive.protein
INI30710	snpnet_PRS	qt	Genotype_only	1.425494e-01	C.reactive.protein
INI30720	snpnet_PRS	qt	Covariates_only	2.167153e-02	Cystatin.C
INI30720	snpnet_PRS	qt	Genotype_and_covariates	2.167447e-02	Cystatin.C
INI30720	snpnet_PRS	qt	Genotype_only	5.434710e-02	Cystatin.C
INI30730	snpnet_PRS	qt	Covariates_only	1.758279e-01	Gamma.glutamyltransferase
INI30730	snpnet_PRS	qt	Genotype_and_covariates	1.782408e-01	Gamma.glutamyltransferase
INI30730	snpnet_PRS	qt	Genotype_only	3.447914e-02	Gamma.glutamyltransferase
INI30740	snpnet_PRS	qt	Covariates_only	2.720909e-03	Glucose
INI30740	snpnet_PRS	qt	Genotype_and_covariates	2.720909e-03	Glucose
INI30740	snpnet_PRS	qt	Genotype_only	nan	Glucose
INI30750	snpnet_PRS	qt	Covariates_only	2.905332e-02	Glycated.haemoglobin..HbA1c.
INI30750	snpnet_PRS	qt	Genotype_and_covariates	2.226218e-01	Glycated.haemoglobin..HbA1c.
INI30750	snpnet_PRS	qt	Genotype_only	2.289009e-01	Glycated.haemoglobin..HbA1c.
INI30760	snpnet_PRS	qt	Covariates_only	1.082568e-01	HDL.cholesterol
INI30760	snpnet_PRS	qt	Genotype_and_covariates	1.036310e-01	HDL.cholesterol
INI30760	snpnet_PRS	qt	Genotype_only	4.103077e-02	HDL.cholesterol
INI30770	snpnet_PRS	qt	Covariates_only	2.863882e-01	IGF.1
INI30770	snpnet_PRS	qt	Genotype_and_covariates	2.886957e-01	IGF.1
INI30770	snpnet_PRS	qt	Genotype_only	8.341553e-02	IGF.1
INI30780	snpnet_PRS	qt	Covariates_only	7.160035e-02	LDL.direct
INI30780	snpnet_PRS	qt	Genotype_and_covariates	1.277289e-01	LDL.direct
INI30780	snpnet_PRS	qt	Genotype_only	1.109242e-01	LDL.direct
INI30790	snpnet_PRS	qt	Covariates_only	3.219313e-02	Lipoprotein.A
INI30790	snpnet_PRS	qt	Genotype_and_covariates	7.296293e-02	Lipoprotein.A
INI30790	snpnet_PRS	qt	Genotype_only	9.503940e-02	Lipoprotein.A
INI30800	snpnet_PRS	qt	Covariates_only	5.273483e-01	Oestradiol
INI30800	snpnet_PRS	qt	Genotype_and_covariates	5.273483e-01	Oestradiol
INI30800	snpnet_PRS	qt	Genotype_only	2.065463e-02	Oestradiol
INI30810	snpnet_PRS	qt	Covariates_only	2.364317e-02	Phosphate
INI30810	snpnet_PRS	qt	Genotype_and_covariates	3.824119e-02	Phosphate
INI30810	snpnet_PRS	qt	Genotype_only	3.057893e-02	Phosphate
INI30820	snpnet_PRS	qt	Covariates_only	1.507854e-01	Rheumatoid.factor
INI30820	snpnet_PRS	qt	Genotype_and_covariates	1.571035e-01	Rheumatoid.factor
INI30820	snpnet_PRS	qt	Genotype_only	3.265298e-02	Rheumatoid.factor
INI30830	snpnet_PRS	qt	Covariates_only	3.722180e-01	SHBG
INI30830	snpnet_PRS	qt	Genotype_and_covariates	4.071553e-01	SHBG
INI30830	snpnet_PRS	qt	Genotype_only	1.683231e-01	SHBG
INI30840	snpnet_PRS	qt	Covariates_only	2.481566e-01	Total.bilirubin
INI30840	snpnet_PRS	qt	Genotype_and_covariates	4.803243e-01	Total.bilirubin
INI30840	snpnet_PRS	qt	Genotype_only	4.178023e-01	Total.bilirubin
INI30850	snpnet_PRS	qt	Covariates_only	8.491462e-01	Testosterone
INI30850	snpnet_PRS	qt	Genotype_and_covariates	8.480732e-01	Testosterone
INI30850	snpnet_PRS	qt	Genotype_only	3.555479e-02	Testosterone
INI30860	snpnet_PRS	qt	Covariates_only	7.619240e-02	Total.protein
INI30860	snpnet_PRS	qt	Genotype_and_covariates	7.619240e-02	Total.protein
INI30860	snpnet_PRS	qt	Genotype_only	5.752226e-16	Total.protein
INI30870	snpnet_PRS	qt	Covariates_only	1.258859e-01	Triglycerides
INI30870	snpnet_PRS	qt	Genotype_and_covariates	1.215865e-01	Triglycerides
INI30870	snpnet_PRS	qt	Genotype_only	3.018605e-02	Triglycerides
INI30880	snpnet_PRS	qt	Covariates_only	4.358792e-01	Urate
INI30880	snpnet_PRS	qt	Genotype_and_covariates	4.637359e-01	Urate
INI30880	snpnet_PRS	qt	Genotype_only	1.761615e-01	Urate
INI30890	snpnet_PRS	qt	Covariates_only	1.196985e-01	Vitamin.D
INI30890	snpnet_PRS	qt	Genotype_and_covariates	1.202062e-01	Vitamin.D
INI30890	snpnet_PRS	qt	Genotype_only	1.275718e-02	Vitamin.D
